4690,L,4.00,FREN 104,Introductory French II,FRENCH 142,4684,,Beginning French,
4690,L,4.00,FREN 203,Intermediate French I,FRENCH 251,4684,HUL,Intermediate French,
4690,L,4.00,FREN 204,Intermediate French II,FRENCH 252,4684,HUL,Intermediate French,
4690,L,3.00,GEN EL,General Elective,FRENCH 260,4684,,French Phonetics,
4690,U,3.00,FREN EL,French Studies Elective,FRENCH 310,4684,,French Phonetics,
4690,,3.00,Human/Arts EL,Humanities and Arts Elective,FRENCH 321,4684,HU,Advanced French Lng Study,
4690,,3.00,Human/Arts EL,Humanities and Arts Elective,FRENCH 322,4684,HU,Advanced French Lng Study,
4690,U,3.00,FREN 320,Intro to French Literature:,FRENCH 331,4684,,Readings Modern French,
4690,U,3.00,FREN 318,French Civilization & Culture:,FRENCH 340,4684,,Contemp French Society,
4690,U,3.00,FREN 301,French Convers and Comp,FRENCH 370,4684,,Intro to Business French,
4690,U,3.00,FREN EL,French Studies Elective,FRENCH 491,4684,,Travel Study,
4690,L,2.00,GEN EL,General Elective,EDUINDP 211,4684,,Intro to Early Childhd Educ,
4690,L,3.00,GEN EL,General Elective,EDUINDP 212,4684,,Child/Families Div Society,
4690,L,3.00,GEN EL,General Elective,EDUINDP 213,4684,,Develop Young Child,
4690,L,3.00,GEN EL,General Elective,EDUINDP 214,4684,,Observ and Reflect in Hd Strt,
4690,L,3.00,GEN EL,General Elective,EDUINDP 215,4684,,Art in the Early Years,
4690,L,1.00,GEN EL,General Elective,EDUINDP 216,4684,,Seminar: Phase 2 Portfolio,
4690,U,3.00,BUS 372,Business Law,FNBSLW 342,4684,,Adv Bus & Commercial Law,
4690,U,3.00,FIN 330,Managerial Finance,FNBSLW 344,4684,,Business Finance,
4690,L,1.00,GEN EL,General Elective,GENED 010,4684,,Intro University Life,
4690,L,3.00,GEN EL,General Elective,GENED 110,4684,HUA,World of the Arts,
4690,L,3.00,GEN EL,General Elective,GENED 120,4684,SSK,Historical Perspectives,
4690,L,3.00,GEN EL,General Elective,GENED 130,4684,SSS,Individual and Society,
4690,L,3.00,GEN EL,General Elective,GENED 140,4684,SSK,Global Perspectives,
4690,L,3.00,GEN EL,General Elective,GENED 150,4684,NSA,Science Technol Society,
4690,L,1.00-3.00,GEN EL,General Elective,GENED 291,4684,,General Education Travel Study,8
4690,L,3.00,GEN EL,General Elective,GENED 390,4684,HUH,World of Ideas,
4690,L,1.00,GEN EL,General Elective,GEOGRPY 100,4684,,Introduction to Geography,
4690,L,3.00,GEOG 105,Contemporary Human Geography,GEOGRPY 105,4684,SSG,Global Perspectives,
4690,L,3.00,GEN EL,General Elective,GEOGRPY 111,4684,,Geographical Foundations,
4690,L,3.00,GEOG 110,Intro to Geog: World Regions,GEOGRPY 160,4684,SSG,World Geography,
4690,L,5.00,GEOG 100,Physical Geog & the Environmnt,GEOGRPY 210,4684,NSD,Physical Geography,
4690,L,3.00,GEOG 105,Contemporary Human Geography,GEOGRPY 230,4684,SSG,Human Geography,
4690,U,3.00,GEOG 315,Geography of Wisconsin,GEOGRPY 250,4684,,Geography of Wisconsin,
