to_,level_,credits,course_2,title_2,course_1,from_,gen_ed,title_1,special
4680,U,3.00,ART 363,Int Crmc:Wheel Thrwng,ART 2620,4676,,Ceramics II,
4680,L,3.00,ART 207,Typography I,ART 2710,4676,,Graph Des I: Letter/Typo Desgn,
4680,L,3.00,ART EL,Art Elective,ART 2730,4676,"ART, USD",Art His IV: Ethn Art/U. S.,
4680,L,3.00,ART EL,Art Elective,ART 2740,4676,,Graph Des II: Intr Dsgn Studio,
4680,L,3.00,ART EL,Art Elective,ART 2750,4676,"ART, USD",Native American Art,
4680,L,3.00,ART EL,Art Elective,ART 2840,4676,"ART, GA",Art Hist VII: Intro Wrld Arch,
4680,L,3.00,ART EL,Art Elective,ART 2920,4676,,Crafts I: Fibers and Fabrics,
4680,L,1.00,BUS EL,Business Elective,BUSADMIN 1210,4676,,Introduction to Erp,
4680,L,3.00,BUS EL,Business Elective,BUSADMIN 1300,4676,"SS, GA",Global Business,
4680,L,3.00,BUS EL,Business Elective,BUSADMIN 2100,4676,,Supply Chain Management,
4680,U,3.00,BUS 320,Management Principles,BUSADMIN 2330,4676,,Leadership and Management,
4680,L,3.00,BUS EL,Business Elective,BUSADMIN 2340,4676,,Business Analytics,398
4680,U,3.00,BUS 330,Marketing Principles,BUSADMIN 2630,4676,,Introduction to Marketing,
4680,L,1.00-4.00,BUS EL,Business Elective,BUSADMIN 2940,4676,,Special Problems,8
4680,L,1.00-3.00,BUS EL,Business Elective,BUSADMIN 2950,4676,,Special Issues in Business,8
4680,L,1.00,CHEM EL,Chemistry Elective,CHEMSTRY 1010,4676,,Intro to College Life Chem Maj,
4680,L,2.00,CHEM EL,Chemistry Elective,CHEMSTRY 1020,4676,,Introductory Chemistry,
4680,L,5.00,CHEM 101,Basic Chemistry,CHEMSTRY 1050,4676,"NS,NSC,BSNS,BANS,BMNS",Survey of General Chemistry,
4680,L,4.00,CHEM 105,Fundamental Chemistry,CHEMSTRY 1140,4676,"UCTA,NS,NSC,BSNS,BANS,BMNS",General Chemistry I,22
4680,L,4.00,CHEM 106,Fundamental Chemistry,CHEMSTRY 1240,4676,"NS,NSC,BSNS,BANS,BMNS",General Chemistry II,
4680,L,5.00,CHEM 117,Genrl Chem Principles,CHEMSTRY 1450,4676,"NS,NSC,BSNS,BANS,BMNS",Chemistry For Engineers,
4680,L,1.00-3.00,CHEM EL,Chemistry Elective,CHEMSTRY 2000,4676,,Undergraduate Research,8
4680,L,1.00,CHEM EL,Chemistry Elective,CHEMSTRY 2010,4676,,Intro to Chemistry Research,
4680,L,4.00,CHEM 248,Quantitative Analysis,CHEMSTRY 2150,4676,,Quantitative Analysis,
4680,L,4.00,CHEM EL,Chemistry Elective,CHEMSTRY 2730,4676,,Inorganic Chemistry,
4680,L,4.00,CHIN 101,First Year Chinese,CHINESE 1010,4676,"BAFL,BMFL,NW,GA",Intro to Chinese I,
4680,L,4.00,CHIN 102,First Year Chinese,CHINESE 1020,4676,"BAFL,BMFL,NW,GA",Intro to Chinese II,
4680,L,4.00,CHIN EL,Chinese Elective,CHINESE 1030,4676,GA,Intro to Chinese III,
4680,L,4.00,CHIN EL,Chinese Elective,CHINESE 1040,4676,GA,Intro to Chinese IV,
4680,L,4.00,CHIN 101,First Year Chinese,CHINESE 1540,4676,"BAFL,BMFL,NW,GA",Elementary Chinese,
4680,L,4.00,CHIN 102,First Year Chinese,CHINESE 1640,4676,"BAFL,BMFL,NW,GA",Elementary Chinese,
4680,L,3.00,GEN EL,General Elective,CRIMLJUS 1130,4676,SS,Intro to Criminal Justice,
4680,L,3.00,GEN EL,General Elective,CRIMLJUS 2130,4676,,Foundations of Policing,
4680,L,3.00,GEN EL,General Elective,CRIMLJUS 2230,4676,,Foundations of Corrections,
4680,L,3.00,GEN EL,General Elective,CRIMLJUS 2340,4676,SS,U S Courts & the Crim Just Sys,
4680,L,3.00,GEN EL,General Elective,CRIMLJUS 2630,4676,,Private Security Operations,
