to_,level_,credits,course_2,title_2,course_1,from_,gen_ed,title_1,special
4658,L,3.00,WGS EL,Women's & Gender Studies Elective,WGST 206,4678,,Family Communication,
4658,L,3.00,ENGLISH 243,Intro to Literature By Women,WGST 214,4678,HU,Women's Lit (G),
4658,L,3.00,WGS EL,Women's & Gender Studies Elective,WGST 225,4678,,Psychology of Gender,
4658,L,3.00,WGS EL,Women's & Gender Studies Elective,WGST 235,4678,,American Autobiography (D),
4658,L,3.00,WGS EL,Women's & Gender Studies Elective,WGST 289,4678,,Special Topics in Wgst,
4658,L,3.00,EDUC EL,Education-Interdepartmental Elective,TED 120,4678,,Education and Technology,
4658,P,0.00,NDC,No Degree Credit,TED 150,4678,,Efficient Reading,5
4658,L,2.00,EDUC EL,Education-Interdepartmental Elective,TED 155,4678,,Intro Tech Int Ref Multi,
4658,L,5.00,ED PSY EL,Educational Psychology Elective,TED 211,4678,,Educational Psyc: Elem Educ,
4658,L,5.00,ED PSY EL,Educational Psychology Elective,TED 212,4678,,Educ Psyc: Middle & Sec Educ,
